"","X","Name","University","Course","Year","Status","GRE_SCORE","Eng_test","Test_score","Undergrad_score","work_ex"
"3214","41","lamps1995","University of Washington","Information Management","Spring 2019 ","Reject","N.A. ","TOEFL","106","69%","12 months"
"3215","42","AmanGupta95","University of Washington","Information Management","Fall 2018 ","Reject","324","TOEFL","0","7.85 CGPA ",NA
"3216","43","Sunny Katiyar","University of Washington","Information Management","Fall 2018 ","Reject","323","TOEFL","111","8 CGPA ","48 months"
"3217","44","breakbuild","University of Washington","Information Management","Fall 2018 ","Reject","316","TOEFL","103","8.33 CGPA ","41 months"
"3218","45","VarunSG","University of Washington","Information Management","Fall 2018 ","Reject","326","TOEFL","113","7.75 CGPA ","6 months"
"3219","46","sahiltandon","University of Washington","Information Management","Fall 2018 ","Reject","320","TOEFL","110","6.2 CGPA ","40 months"
"3220","47","hanamana","University of Washington","Information Management","Fall 2018 ","Reject","318","TOEFL","111","6.68 CGPA ","6 months"
"3221","48","Chowry000","University of Washington","Information Management","Fall 2018 ","Reject","316","TOEFL","102","7.76 CGPA ","54 months"
"3222","49","pranil01","University of Washington","Information Management","Fall 2018 ","Reject","320","TOEFL","102","8.017 CGPA ",NA
"3223","50","dsfgdgfg","University of Washington","Information Management","Fall 2018 ","Reject","321","TOEFL","112","7.7 CGPA ",NA
"3224","51","Kabir","University of Washington","Information Management","Fall 2018 ","Reject","306","TOEFL","115","63%","16 months"
"3225","52","Dhruman","University of Washington","Information Management","Fall 2018 ","Reject","N.A. ","TOEFL","112","8.04 CGPA ","3 months"
"3254","17","rocho","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","306","TOEFL","101","6.35 CGPA ","1 month"
"3255","18","Rajpatil7","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","301","TOEFL","91","6.3 CGPA ","21 months"
"3256","19","pratzpurohit","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","313","TOEFL","109","81.74%","25 months"
"3257","20","HardikSoni","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","296","TOEFL","93","64.30%","64 months"
"3258","21","Kabir","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","306","TOEFL","115","63%","16 months"
"3259","22","ohm","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","313","TOEFL","104","6.5 CGPA ","1 month"
"3260","23","JayPatel8394","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","297","TOEFL","99","55.81%","24 months"
"3261","24","Karmveer","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","313","TOEFL","103","8.712 CGPA ","26 months"
"3262","25","Shashik","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","312","TOEFL","96","7.53 CGPA ","1 month"
"3263","26","ShwetaShinde","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","306","ENG TEST","NA ","65%","3 months"
"3264","27","Shreya0110","Worcester Polytechnic Institute","Management Information System","Spring 2018 ","Admit","303","TOEFL","93","64.10%","2 months"
"3265","28","Ritu155","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","310","TOEFL","104","9.26 CGPA ","38 months"
"3266","29","varaddesai","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","305","TOEFL","95","67%","10 months"
"3267","30","batmanj","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Admit","310","TOEFL","107","8 CGPA ","36 months"
"3268","31","sofiyashaikh","Worcester Polytechnic Institute","Management Information System","Spring 2018 ","Admit","304","TOEFL","102","61%","26 months"
"3269","32","pradnyachavan","Worcester Polytechnic Institute","Management Information System","Fall 2012 ","Admit","310","TOEFL","94","54%",NA
"3270","33","shivamgta","Worcester Polytechnic Institute","Management Information System","Fall 2017 ","Admit","309","TOEFL","95","68%","23 months"
"3271","34","Miten16","Worcester Polytechnic Institute","Management Information System","Fall 2017 ","Admit","307","TOEFL","99","7.31 CGPA ","6 months"
"3272","35","lsc15927","Worcester Polytechnic Institute","Management Information System","Fall 2017 ","Admit","305","ENG TEST","NA ","6.99 CGPA ","26 months"
"3273","36","Ankit0803","Worcester Polytechnic Institute","Management Information System","Fall 2017 ","Admit","317","TOEFL","109","6.83 CGPA ","2 months"
"3274","38","SagarVasaikar","Worcester Polytechnic Institute","Management Information System","Fall 2018 ","Reject","299","TOEFL","88","7.95 CGPA ","5 months"
"3275","39","Pdhb","Worcester Polytechnic Institute","Management Information System","Fall 2017 ","Reject","308","TOEFL","99","62.50%","56 months"
"3276","40","robVanDam","Worcester Polytechnic Institute","Management Information System","Fall 2017 ","Reject","310","ENG TEST","NA ","59.20%","4 months"
"3277","41","Senor Pete","Worcester Polytechnic Institute","Management Information System","Fall 2017 ","Reject","288","TOEFL","89","55.34%","10 months"
"3278","42","TanmaySandav","Worcester Polytechnic Institute","Management Information System","Fall 2017 ","Reject","302","TOEFL","86","65%","28 months"
"3279","43","keval","Worcester Polytechnic Institute","Management Information System","Fall 2016 ","Reject","311","TOEFL","95","61%",NA
"3280","44","pranil23","Worcester Polytechnic Institute","Management Information System","Fall 2016 ","Reject","295","TOEFL","90","60.60%","18 months"
"3281","45","sonaligc","Worcester Polytechnic Institute","Management Information System","Fall 2015 ","Reject","307","TOEFL","88","7 CGPA ",NA
"3282","46","pratz10","Worcester Polytechnic Institute","Management Information System","Fall 2015 ","Reject","301","TOEFL","89","62.60%",NA
"3283","47","sandy2912","Worcester Polytechnic Institute","Management Information System","Spring 2016 ","Reject","300","TOEFL","93","5 CGPA ",NA
